Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA
Date,,,,,,,,,,,,,,,
2023-01-03,123.2112045288086,88.5095443725586,108.0999984741211,128.9545531314731,90.4263244711382,118.80000305175781,122.32457886036785,87.91364821898763,104.63999938964844,128.34377240566315,88.97631857972549,118.47000122070312,112117500,28131200,231402800
2023-01-04,124.48204040527344,87.4766616821289,113.63999938964844,126.7478608503369,90.02905710848832,114.58999633789062,123.22106494631889,86.67220495736261,107.5199966430664,125.00416235162118,89.73110905085134,109.11000061035156,89113600,34854800,180389000
2023-01-05,123.16195678710938,85.60953521728516,110.33999633789062,125.87108644843491,86.97015357614328,111.75,122.90582630338176,85.31159473485968,107.16000366210938,125.24059869217061,86.87084008200145,110.51000213623047,80962700,27194400,157986300
2023-01-06,127.69355010986328,86.74172973632812,113.05999755859375,128.35359059730803,87.0893383476196,114.38999938964844,123.0338527698974,84.2787216281847,101.80999755859375,124.1372097536294,86.19550170469084,103.0,87754700,41381500,220911100
2023-01-09,128.21571350097656,87.41706848144531,119.7699966430664,131.4272732222333,89.4331695495465,123.5199966430664,127.95958301489433,87.25816840553064,117.11000061035156,128.53096489801374,87.75474345560666,118.95999908447266,70790800,29003900,190284000
2023-01-10,128.787109375,87.8143310546875,118.8499984741211,129.30923140505178,88.06261858260312,122.76000213623047,126.21589813764389,85.24207590250592,114.91999816894531,128.3240932303102,85.3910499346821,121.06999969482422,63896200,30467800,167642500
2023-01-11,131.50608825683594,90.8930892944336,123.22000122070312,131.52578019546752,90.97254311699143,125.94999694824219,128.5211210646013,88.40028812303342,120.51000213623047,129.29937353694692,88.56912181311864,122.08999633789062,69458900,26862000,183810800
2023-01-12,131.42724609375,90.50577545166016,123.55999755859375,132.26460425926095,91.24071205887914,124.12999725341797,129.48652329837336,89.1352308965623,117.0,131.89026209256642,90.85338408510943,122.55999755859375,71379600,30258100,169400900
2023-01-13,132.75717163085938,91.48899841308594,122.4000015258789,132.9147972949888,91.55851862343924,122.62999725341797,129.70325330640753,89.5126240755062,115.5999984741211,130.0677495016975,90.22769342607428,116.55000305175781,57809700,26329200,180714100
2023-01-17,133.91966247558594,90.66468048095703,131.49000549316406,135.24958975985854,91.6181037407099,131.6999969482422,132.1365650960417,89.43317638425138,125.0199966430664,132.82615869144374,91.42940278257716,125.69999694824219,63646600,32602400,186477000
2023-01-18,133.20050048828125,90.495849609375,128.77999877929688,136.54996329562516,92.16434226058483,136.67999267578125,133.0231678517452,90.01913417597157,127.01000213623047,134.7865730896908,91.50885948679696,136.55999755859375,69672800,29116700,195680300
2023-01-19,133.2596435546875,92.41262817382812,127.16999816894531,134.22507474572916,92.96878985532521,129.99000549316406,131.7819363097804,90.00919895635575,124.30999755859375,132.08732673527206,90.09858641353043,127.26000213623047,58280400,37000400,170291900
